"","taxa","count","family","genus","species"
"10556","Rapanea",2274,"Primulaceae","Myrsine",""
"9752","Polygonaceae undiff.",2270,"Polygonaceae","",""
"985","Arecaceae",2269,"Arecaceae","",""
"6043","Geraniaceae",2254,"Geraniaceae","",""
"11221","Scabiosa",2240,"Caprifoliaceae","Scabiosa",""
"12269","Tetraëdron",2237,NA,NA,NA
"10667","Rhizophora",2234,"Rhizophoraceae","Rhizophora",""
"3526","Cistus",2213,"Cistaceae","Cistus",""
"3398","Chenopodium",2210,"Amaranthaceae","Chenopodium",""
"13364","Urtica dioica",2203,"Urticaceae","Urtica","dioica"
"5645","Fraxinus americana",2196,"Oleaceae","Fraxinus","americana"
"10439","Quercus pubescens-type",2194,"Fagaceae","Quercus","pubescens"
"13366","Urtica dioica-type",2178,"Urticaceae","Urtica","dioica"
"449","Alnus glutinosa/A. incana",2175,"Betulaceae","Alnus",""
"327","Alchemilla",2172,"Rosaceae","Alchemilla",""
"11845","Spermatophyta undiff. (aquatics)",2169,NA,NA,NA
"12393","Tilletia sphagni",2167,NA,NA,NA
"6819","Iva annua-type",2164,"Asteraceae","Iva","annua"
"9480","Plantago major-type",2144,"Plantaginaceae","Plantago","major"
"11389","Sedum-type",2133,"Crassulaceae","Sedum",""
"2088","Cannabis-type",2124,"Cannabaceae","Cannabis",""
"5886","Fungi undiff.",2116,NA,NA,NA
"8776","Oxyria digyna",2116,"Polygonaceae","Oxyria","digyna"
"5987","Gentiana",2107,"Gentianaceae","Gentiana",""
"6680","Ilex aquifolium",2102,"Aquifoliaceae","Ilex","aquifolium"
"11593","Sinapis-type",2101,"Brassicaceae","Sinapis",""
"9468","Plantago coronopus",2091,"Plantaginaceae","Plantago","coronopus"
"9345","Pinus pinaster",2083,"Pinaceae","Pinus","pinaster"
"5644","Fraxinus (tricolpate)",2080,"Oleaceae","Fraxinus",""
"12767","Ulmus/Zelkova",2075,"Ulmaceae",NA,""
"11085","Sambucus nigra-type",2072,"Viburnaceae","Sambucus","nigra"
"10307","Pteridophyta undiff.",2057,NA,NA,NA
"5496","Fagopyrum",2052,"Polygonaceae","Fagopyrum",""
"3936","Corylus avellana-type",2050,"Betulaceae","Corylus","avellana"
"11100","Sanguisorba minor-type",2047,"Rosaceae","Sanguisorba","minor"
"1161","Asphodelus",2042,"Asphodelaceae","Asphodelus",""
"13782","Zygnemataceae",2039,NA,NA,NA
"1322","Athyrium",2038,"Athyriaceae","Athyrium",""
"7094","Larix/Pseudotsuga",2033,"Pinaceae",NA,""
"744","Anthemideae",2020,"","",""
"7533","Lycopodium annotinum-type",2019,"Lycopodiaceae","Lycopodium","annotinum"
"9369","Pinus subg. Pinus-type",2014,"Pinaceae","Pinus",""
"8313","Myriophyllum spicatum/M. verticillatum",2012,"Haloragaceae","Myriophyllum",""
"9487","Plantago maritima-type",2001,"Plantaginaceae","Plantago","maritima"
"4187","Cyatheaceae",1988,"Cyatheaceae","",""
"10415","Quercus coccifera",1988,"Fagaceae","Quercus","coccifera"
"10663","Rhinanthus-type",1987,"Orobanchaceae","Rhinanthus",""
"1995","Callitriche",1986,"Plantaginaceae","Callitriche",""
"13691","Xanthium",1984,"Asteraceae","Xanthium",""
"9389","Piper",1973,"Piperaceae","Piper",""
"6807","Isoëtes echinospora",1972,"Isoetaceae","Isoetes","echinospora"
"10975","Rutaceae",1970,"Rutaceae","",""
"8179","Moraceae",1967,"Moraceae","",""
"9063","Persicaria maculosa-type",1967,"Polygonaceae","Persicaria","maculosa"
"9060","Persicaria maculosa",1963,"Polygonaceae","Persicaria","maculosa"
"4829","Empetrum nigrum",1942,"Ericaceae","Empetrum","nigrum"
"11640","Solanum",1942,"Solanaceae","Solanum",""
"5666","Fraxinus pennsylvanica/F. americana-type",1940,"Oleaceae","Fraxinus",""
"2017","Caltha",1937,"Ranunculaceae","Caltha",""
"2152","Carduus-type",1934,"Asteraceae","Carduus",""
"10940","Rumex obtusifolius-type",1929,"Polygonaceae","Rumex","obtusifolius"
"4529","Diphasiastrum complanatum",1921,"Lycopodiaceae","Lycopodium","complanatum"
"9616","Poaceae (Cerealia-type) undiff.",1918,"Poaceae","",""
"11954","Stachys-type",1912,"Lamiaceae","Stachys",""
"5608","Foraminifera",1901,NA,NA,NA
"1578","Betula/Corylus/Myrica",1900,NA,NA,""
"10907","Rumex alpinus",1891,"Polygonaceae","Rumex","alpinus"
"1557","Betula pendula subsp. mandshurica",1879,"Betulaceae","Betula",""
"9584","Poaceae (<40 µm)",1878,"Poaceae","",""
"12644","Triticum",1865,"Poaceae","Triticum",""
"10398","Quercus (deciduous-type)",1860,"Fagaceae","Quercus",""
"10545","Ranunculus sect. Batrachium-type",1854,"Ranunculaceae","Ranunculus",""
"422","Allium-type",1844,"Amaryllidaceae","Allium",""
"10443","Quercus robur",1844,"Fagaceae","Quercus","robur"
"658","Anemone nemorosa-type",1822,"Ranunculaceae","Anemone","altaica"
"3520","Cistaceae",1819,"Cistaceae","",""
"2471","Ceratophyllum",1810,"Ceratophyllaceae","Ceratophyllum",""
"5664","Fraxinus pennsylvanica",1809,"Oleaceae","Fraxinus","pennsylvanica"
"7862","Melaleuca",1802,"Myrtaceae","Melaleuca",""
"1554","Betula nana-type",1794,"Betulaceae","Betula","nana"
"5646","Fraxinus americana-type",1781,"Oleaceae","Fraxinus","americana"
"4111","Cupressaceae undiff.",1773,"Cupressaceae","",""
"457","Alnus rubra-type",1765,"Betulaceae","Alnus","rubra"
"2296","Ceanothus",1754,"Rhamnaceae","Ceanothus",""
"11748","Spermacoce",1752,"Rubiaceae","Spermacoce",""
"3474","Cichorioideae undiff.",1743,"Asteraceae","",""
"1192","Assulina muscorum",1742,NA,NA,NA
"11137","Sapotaceae",1742,"Sapotaceae","",""
"7986","Micranthes stellaris-type",1740,"Saxifragaceae","Micranthes","stellaris"
"12919","Unknown (pre-Quaternary)",1735,NA,NA,NA
"9154","Phragmites-type",1732,"Poaceae","Phragmites",""
"11568","Silene-type",1731,"Caryophyllaceae","Silene",""
"4113","Cupressaceae/Taxaceae",1730,NA,"",""
"9973","Populus tremula",1728,"Salicaceae","Populus","tremula"
"5963","Gelasinospora",1727,NA,NA,NA
"11294","Sciadopitys",1726,"Sciadopityaceae","Sciadopitys",""
"2154","Carex",1718,"Cyperaceae","Carex",""
"3614","Clethra",1716,"Clethraceae","Clethra",""
"10097","Proteaceae",1716,"Proteaceae","",""
"4027","Croton",1709,"Euphorbiaceae","Croton",""
"8287","Myricaceae",1704,"Myricaceae","",""
"7494","Lycopodiaceae (foveolate)",1698,"Lycopodiaceae","",""
"786","Anthospermum",1684,"Rubiaceae","Anthospermum",""
"965","Archerella flavum",1680,NA,NA,NA
"3989","Crassulaceae",1676,"Crassulaceae","",""
"1556","Betula pendula",1668,"Betulaceae","Betula","pendula"
"4210","Cyclachaena xanthiifolia-type",1667,"Asteraceae","Cyclachaena","xanthiifolia"
"12467","Transects across slide",1662,NA,NA,NA
"9374","Pinus subg. Strobus-type",1661,"Pinaceae","Pinus",""
"7567","Lycopodium undiff.",1655,"Lycopodiaceae","Lycopodium",""
"10202","Pseudoschizaea",1653,NA,NA,NA
"11723","Sparganium emersum-type",1653,"Typhaceae","Sparganium","emersum"
"1108","Artemisia vulgaris-type",1636,"Asteraceae","Artemisia","vulgaris"
"1109","Artemisia-type",1636,"Asteraceae","Artemisia",""
"12214","Taxodium",1630,"Cupressaceae","Taxodium",""
"8474","Nothofagus dombeyi-type",1625,"Nothofagaceae","Nothofagus","dombeyi"
"6075","Geum-type",1618,"Rosaceae","Geum",""
"4657","Drosera",1609,"Droseraceae","Drosera",""
"4673","Dryas",1598,"Rosaceae","Dryas",""
"9307","Pinus cembra-type",1595,"Pinaceae","Pinus","cembra"
"1617","Bistorta officinalis-type",1592,"Polygonaceae","Persicaria","bistorta"
"11342","Scrophulariaceae undiff.",1582,"Scrophulariaceae","",""
"9276","Pinaceae undiff.",1569,"Pinaceae","",""
"1781","Brassica-type",1560,"Brassicaceae","Brassica",""
"12583","Trifolium pratense-type",1559,"Fabaceae","Trifolium","pratense"
"5643","Fraxinus (tetracolpate)",1557,"Oleaceae","Fraxinus",""
"1563","Betula pubescens-type",1550,"Betulaceae","Betula","pubescens"
"6698","Impatiens",1549,"Balsaminaceae","Impatiens",""
"11086","Sambucus nigra/S. racemosa",1547,"Viburnaceae","Sambucus",""
"5392","Exotic",1541,NA,NA,NA
"10952","Rumex subg. Acetosa",1541,"Polygonaceae","Rumex",""
"9047","Persicaria amphibia",1537,"Polygonaceae","Persicaria","amphibia"
"6007","Gentiana pneumonanthe-type",1535,"Gentianaceae","Gentiana","pneumonanthe"
"7449","Lotus",1534,"Fabaceae","Lotus",""
"8835","Papaveraceae",1531,"Papaveraceae","",""
"12657","Trollius europaeus",1528,"Ranunculaceae","Trollius","europaeus"
"12143","Syzygium",1527,"Myrtaceae","Syzygium",""
"10194","Pseudopediastrum boryanum var. longicorne",1523,NA,NA,NA
"6522","Humulus-type",1521,"Cannabaceae","Humulus",""
"122","Achillea",1519,"Asteraceae","Achillea",""
"7227","Leptosporangiatae",1519,NA,NA,NA
"1092","Artemisia herba-alba-type",1516,"Asteraceae","Artemisia",""
"2495","Cercophora-type",1508,NA,NA,NA
"4831","Empetrum-type",1506,"Ericaceae","Empetrum",""
"10681","Rhododendron",1505,"Ericaceae","Rhododendron",""
"13748","Zea mays",1501,"Poaceae","Zea","mays"
"6728","Indeterminable/Varia",1499,NA,NA,NA
"756","Anthoceros",1493,"Anthocerotaceae","Anthoceros",""
"9823","Polypodiales",1492,"","",""
"11567","Silene vulgaris-type",1491,"Caryophyllaceae","Silene","vulgaris"
"4961","Erica-type",1485,"Ericaceae","Erica",""
"2264","Casuarina",1483,"Casuarinaceae","Casuarina",""
"4890","Ephedra fragilis",1483,"Ephedraceae","Ephedra","fragilis"
"12352","Thymelaeaceae",1481,"Thymelaeaceae","",""
"10303","Pteridophyta (trilete)",1475,NA,NA,NA
"8965","Pedicularis",1474,"Orobanchaceae","Pedicularis",""
"10450","Quercus suber",1471,"Fagaceae","Quercus","suber"
"10551","Ranunculus undiff.",1464,"Ranunculaceae","Ranunculus",""
"13576","Vicia-type",1463,"Fabaceae","Vicia",""
"10416","Quercus coccifera-type",1451,"Fagaceae","Quercus","coccifera"
"6210","Gunnera",1449,"Gunneraceae","Gunnera",""
"9360","Pinus sibirica",1449,"Pinaceae","Pinus","sibirica"
"11470","Sequoia",1437,"Cupressaceae","Sequoia",""
"12195","Taraxacum",1437,"Asteraceae","Taraxacum",""
"9910","Polypodiophyta (trilete)",1435,NA,NA,NA
"6669","Hystrichosphaeridae",1434,NA,NA,NA
"8285","Myrica/Comptonia",1432,"Myricaceae",NA,""
"10741","Riccia",1424,"Ricciaceae","Riccia",""
"13376","Urtica/Parietaria",1418,"Urticaceae",NA,""
"6709","Indeterminable (concealed)",1417,NA,NA,NA
"13728","Zanthoxylum",1416,"Rutaceae","Zanthoxylum",""
"6528","Huperzia",1413,"Lycopodiaceae","Huperzia",""
"11881","Spike suspension",1413,NA,NA,NA
"9373","Pinus subg. Strobus undiff.",1412,"Pinaceae","Pinus",""
"12723","Typha/Sparganium undiff.",1407,"Typhaceae",NA,""
"12113","Symplocos",1405,"Symplocaceae","Symplocos",""
"12594","Triglochin",1401,"Juncaginaceae","Triglochin",""
"8868","Parnassia palustris",1399,"Celastraceae","Parnassia","palustris"
"8163","Monotoca",1396,"Ericaceae","Monotoca",""
"11193","Saxifraga granulata-type",1394,"Saxifragaceae","Saxifraga","granulata"
"9705","Polemonium",1391,"Polemoniaceae","Polemonium",""
"9265","Pinaceae",1389,"Pinaceae","",""
"8094","Misodendrum",1388,"Misodendraceae","Misodendrum",""
"7053","Lamiaceae undiff.",1381,"Lamiaceae","",""
"8208","Morus",1380,"Moraceae","Morus",""
"2274","Casuarinaceae",1379,"Casuarinaceae","",""
"8215","Mougeotia",1379,NA,NA,NA
"8509","Nymphaea alba",1375,"Nymphaeaceae","Nymphaea","alba"
"111","Acer saccharinum",1374,"Sapindaceae","Acer","saccharinum"
"9893","Polypodiophyta (trilete, psilate)",1369,NA,NA,NA
"8593","Oleaceae",1366,"Oleaceae","",""
"9568","Plumbaginaceae",1366,"Plumbaginaceae","",""
"12566","Trifolium",1359,"Fabaceae","Trifolium",""
"587","Anacardiaceae",1358,"Anacardiaceae","",""
"4675","Dryas octopetala",1358,"Rosaceae","Dryas","octopetala"
"6875","Juncaceae",1357,"Juncaceae","",""
"3817","Convolvulus",1350,"Convolvulaceae","Convolvulus",""
"9192","Phyllocladus",1350,"Podocarpaceae","Phyllocladus",""
"7610","Lysimachia vulgaris-type",1349,"Primulaceae","Lysimachia","vulgaris"
"6767","Iridaceae",1345,"Iridaceae","",""
"9226","Picea obovata",1342,"Pinaceae","Picea","obovata"
"6533","Huperzia lucidula",1341,"Lycopodiaceae","Huperzia","lucidula"
"8556","Odontites-type",1340,"Orobanchaceae","Odontites",""
"11878","Spheroidal carbonaceous particle",1340,NA,NA,NA
"6283","Haloragis",1339,"Haloragaceae","Haloragis",""
"3937","Corylus cornuta",1338,"Betulaceae","Corylus","cornuta"
"1551","Betula nana subsp. exilis",1333,"Betulaceae","Betula",""
"9312","Pinus contorta",1333,"Pinaceae","Pinus","contorta"
"11333","Scrophularia-type",1333,"Scrophulariaceae","Scrophularia",""
"9955","Pomaderris",1328,"Rhamnaceae","Pomaderris",""
"5505","Fagus grandifolia",1325,"Fagaceae","Fagus","grandifolia"
"2485","Cercocarpus",1323,"Rosaceae","Cercocarpus",""
"4757","Echium",1320,"Boraginaceae","Echium",""
"9260","Pimpinella major-type",1315,"Apiaceae","Pimpinella","major"
"10199","Pseudopediastrum kawraiskyi",1315,NA,NA,NA
"3553","Cladium",1314,"Cyperaceae","Cladium",""
"12326","Thelypteris",1313,"Thelypteridaceae","Thelypteris",""
"9203","Phyteuma",1312,"Campanulaceae","Phyteuma",""
"10209","Pseudotsuga menziesii",1312,"Pinaceae","Pseudotsuga","menziesii"
"4525","Diphasiastrum alpinum",1311,"Lycopodiaceae","Diphasiastrum","alpinum"
"142","Aconitum",1306,"Ranunculaceae","Aconitum",""
"7843","Maytenus",1306,"Celastraceae","Maytenus",""
"4937","Erica arborea",1300,"Ericaceae","Erica","arborea"
"6269","Hagenia abyssinica",1300,"Rosaceae","Hagenia","abyssinica"
"804","Anthriscus sylvestris-type",1298,"Apiaceae","Anthriscus","sylvestris"
"2388","Centaurea scabiosa",1290,"Asteraceae","Centaurea","scabiosa"
"5024","Eryngium",1290,"Apiaceae","Eryngium",""
"6838","Jasione",1285,"Campanulaceae","Jasione",""
"2085","Cannabis",1280,"Cannabaceae","Cannabis",""
"6833","Jamesonia",1280,"Pteridaceae","Jamesonia",""
"12374","Tilia platyphyllos",1278,"Malvaceae","Tilia","platyphyllos"
"9938","Polypodium vulgare-type",1277,"Polypodiaceae","Polypodium","vulgare"
"416","Allium",1275,"Amaryllidaceae","Allium",""
"6841","Jasione-type",1275,"Campanulaceae","Jasione",""
"8009","Microthyrium",1272,NA,NA,NA
"2151","Carduus",1271,"Asteraceae","Carduus",""
"8152","Monoletes (psilate)",1271,NA,NA,NA
"11687","Sorbus aucuparia",1268,"Rosaceae","Sorbus","aucuparia"
"10966","Ruppia",1267,"Ruppiaceae","Ruppia",""
"8752","Other plants",1266,NA,NA,NA
"3833","Coprosma",1265,"Rubiaceae","Coprosma",""
"8286","Myrica/Comptonia peregrina",1265,"Myricaceae",NA,""
"2053","Campanula-type",1264,"Campanulaceae","Campanula",""
"50","Acaena",1260,"Rosaceae","Acaena",""
"7464","Ludwigia",1256,"Onagraceae","Ludwigia",""
"10855","Rubiaceae undiff.",1255,"Rubiaceae","",""
"7971","Miconia",1252,"Melastomataceae","Miconia",""
"425","Allophylus",1250,"Sapindaceae","Allophylus",""
"8577","Olea capensis",1245,"Oleaceae","Olea","capensis"
"12076","Succisa pratensis",1238,"Caprifoliaceae","Succisa","pratensis"
"6725","Indeterminable (unidentified)",1234,NA,NA,NA
"9222","Picea glauca-type",1228,"Pinaceae","Picea","glauca"
"13526","Veronica",1227,"Plantaginaceae","Veronica",""
"10497","Ranunculus acris",1225,"Ranunculaceae","Ranunculus","acris"
"6222","Gymnocarpium",1220,"Cystopteridaceae","Gymnocarpium",""
"5361","Euphorbiaceae undiff.",1214,"Euphorbiaceae","",""
"1482","Begonia",1207,"Begoniaceae","Begonia",""
"9967","Populus balsamifera-type",1207,"Salicaceae","Populus","balsamifera"
"5098","Euclea",1203,"Ebenaceae","Euclea",""
"13615","Viscum album",1202,"Santalaceae","Viscum","album"
"355","Algae",1197,NA,NA,NA
"2000","Callitris",1196,"Cupressaceae","Callitris",""
"3568","Classopollis",1192,NA,NA,NA
"2145","Cardueae",1182,"","",""
"8879","Paronychia-type",1179,"Caryophyllaceae","Paronychia",""
"4112","Cupressaceae-type",1178,"Cupressaceae","",""
"12198","Taraxacum-type",1167,"Asteraceae","Taraxacum",""
"12391","Tilletia",1167,NA,NA,NA
"6961","Knautia",1166,"Caprifoliaceae","Knautia",""
"12146","Syzygium-type",1165,"Myrtaceae","Syzygium",""
"7216","Leptospermum",1164,"Myrtaceae","Leptospermum",""
"11371","Secale-type",1163,"Poaceae","Secale",""
"6261","Habrotrocha angusticollis",1162,NA,NA,NA
"7641","Macaranga-type",1157,"Euphorbiaceae","Macaranga",""
"13717","Xyris",1157,"Xyridaceae","Xyris",""
"10661","Rhinanthus",1155,"Orobanchaceae","Rhinanthus",""
"9657","Poaceae undiff. (<40 µm)",1152,"Poaceae","",""
"9232","Picea sect. Eupicea",1148,NA,"Picea",""
"7269","Liliaceae undiff.",1147,"Liliaceae","",""
"1927","Buxus sempervirens",1146,"Buxaceae","Buxus","sempervirens"
"10962","Rumex/Oxyria",1144,"Polygonaceae",NA,""
"11201","Saxifraga oppositifolia",1143,"Saxifragaceae","Saxifraga","oppositifolia"
"1898","Bupleurum-type",1137,"Apiaceae","Bupleurum",""
"10111","Protium",1137,"Burseraceae","Protium",""
"6817","Iva",1136,"Asteraceae","Iva",""
"8465","Nothofagus",1135,"Nothofagaceae","Nothofagus",""
"3216","cf. Sorbus aucuparia",1132,"Rosaceae","Sorbus",""
"2389","Centaurea scabiosa-type",1129,"Asteraceae","Centaurea","scabiosa"
"690","Angelica-type",1125,"Apiaceae","Angelica",""
"10505","Ranunculus aquatilis-type",1124,"Ranunculaceae","Ranunculus","aquatilis"
"9445","Plantago alpina",1118,"Plantaginaceae","Plantago","alpina"
"4209","Cyclachaena xanthiifolia",1117,"Asteraceae","Cyclachaena","xanthiifolia"
"9911","Polypodiophyta (trilete) undiff.",1117,NA,NA,NA
"505","Alternanthera",1115,"Amaranthaceae","Alternanthera",""
"10400","Quercus (evergreen-type)",1110,"Fagaceae","Quercus",""
"13395","Urticalean Rosids undiff.",1108,NA,NA,NA
"11550","Silene dioica-type",1107,"Caryophyllaceae","Silene","dioica"
"2180","Carpinus-type",1106,"Betulaceae","Carpinus",""
"9826","Polypodiales (monolete) undiff.",1105,"","",""
"11842","Spermatophyta undiff.",1102,NA,NA,NA
"4519","Diospyros",1098,"Ebenaceae","Diospyros",""
"7531","Lycopodium annotinum subsp. alpestre",1096,"Lycopodiaceae","Lycopodium",""
"13552","Viburnum opulus",1091,"Viburnaceae","Viburnum","opulus"
"946","Arbutus",1089,"Ericaceae","Arbutus",""
"9700","Polemoniaceae",1087,"Polemoniaceae","",""
"1928","Byrsonima",1086,"Malpighiaceae","Byrsonima",""
"6818","Iva annua",1086,"Asteraceae","Iva","annua"
"7090","Larix laricina",1085,"Pinaceae","Larix","laricina"
"9921","Polypodiophyta undiff. (monolete, without perine)",1085,NA,NA,NA
"1582","Betulaceae undiff.",1082,"Betulaceae","",""
"9804","Polylepis/Acaena",1080,"Rosaceae",NA,""
"4956","Erica tetralix",1075,"Ericaceae","Erica","tetralix"
"9162","Phyllanthus",1072,"Phyllanthaceae","Phyllanthus",""
"9734","Polygala",1070,"Polygalaceae","Polygala",""
"8366","Myrtaceae undiff.",1068,"Myrtaceae","",""
"1210","Asteraceae (high spine)",1065,"Asteraceae","",""
"13457","Valeriana officinalis",1064,"Caprifoliaceae","Valeriana","officinalis"
"1581","Betulaceae",1063,"Betulaceae","",""
"12313","Thalictrum-type",1063,"Ranunculaceae","Thalictrum",""
"9590","Poaceae (>40 µm)",1062,"Poaceae","",""
"11855","Spermatophyta undiff. (trees)",1061,NA,NA,NA
"2195","Carya ovata",1060,"Juglandaceae","Carya","ovata"
"11868","Sphagnales",1059,"","",""
"1907","Bursera",1056,"Burseraceae","Bursera",""
"7563","Lycopodium suspension",1056,"Lycopodiaceae","Lycopodium",""
"9802","Polylepis",1054,"Rosaceae","Polylepis",""
"8961","Pediastrum undiff.",1052,NA,NA,NA
"11854","Spermatophyta undiff. (shrubs)",1051,NA,NA,NA
"8579","Olea capensis-type",1049,"Oleaceae","Olea","capensis"
"2176","Carpinus orientalis",1044,"Betulaceae","Carpinus","orientalis"
"13775","Zygnema",1042,NA,NA,NA
"7495","Lycopodiaceae (reticulate)",1037,"Lycopodiaceae","",""
"11859","Spermatophyta undiff. (upland herbs)",1035,NA,NA,NA
"11500","Shepherdia",1034,"Elaeagnaceae","Shepherdia",""
"11129","Sapium",1023,"Euphorbiaceae","Sapium",""
"10429","Quercus ilex/Q. coccifera",1022,"Fagaceae","Quercus",""
"8813","Pandanus",1021,"Pandanaceae","Pandanus",""
"10645","Rhamnus-type",1019,"Rhamnaceae","Rhamnus",""
"10725","Ribes",1019,"Grossulariaceae","Ribes",""
"11241","Scenedesmus",1019,NA,NA,NA
"983","Area slide examined",1015,NA,NA,NA
"4939","Erica australis",1013,"Ericaceae","Erica","australis"
"1193","Assulina seminulum",1011,NA,NA,NA
"586","Anabaena",1010,"Euphorbiaceae","Romanoa",""
"4476","Didymopanax",1007,"Araliaceae","Didymopanax",""
"117","Acer spicatum",1006,"Sapindaceae","Acer","spicatum"
"12727","Uapaca",1006,"Phyllanthaceae","Uapaca",""
"8824","Papaver",1005,"Papaveraceae","Papaver",""
"3471","Cichorieae",998,"","",""
"11120","Sapindaceae",997,"Sapindaceae","",""
"566","Amorpha",992,"Fabaceae","Amorpha",""
"6545","Huperzia selago-type",990,"Lycopodiaceae","Huperzia","selago"
"1608","Bistorta",989,"Polygonaceae","Bistorta",""
"2384","Centaurea nigra",989,"Asteraceae","Centaurea","nigra"
"9510","Plantago sp.",989,"Plantaginaceae","Plantago",""
"10642","Rhamnus cathartica",987,"Rhamnaceae","Rhamnus","cathartica"
"9151","Phragmites",986,"Poaceae","Phragmites",""
"12376","Tilia platyphyllos-type",986,"Malvaceae","Tilia","platyphyllos"
"4524","Diphasiastrum",983,"Lycopodiaceae","Lycopodium",""
"1438","Banksia",978,"Proteaceae","Banksia",""
"7592","Lysichiton",978,"Araceae","Lysichiton",""
"1727","Bosmina sp.",977,NA,NA,NA
"3397","Chenopodiaceae sensu stricto",975,"Chenopodiaceae","",""
