taxa,count,family,genus,species,corrected
Melaleuca,1802,Myrtaceae,Melaleuca,,
Betula nana-type,1794,Betulaceae,Betula,,
Fraxinus americana-type,1781,Oleaceae,Fraxinus,,
Cupressaceae undiff.,1773,Cupressaceae,,,
Alnus rubra-type,1765,Betulaceae,Alnus,,
Ceanothus,1754,Rhamnaceae,Ceanothus,,
Spermacoce,1752,Rubiaceae,Spermacoce,,
Cichorioideae undiff.,1743,Asteraceae,,,
Assulina muscorum,1742,NA,NA,NA,
Sapotaceae,1742,Sapotaceae,,,
Micranthes stellaris-type,1740,NA,NA,NA,
Unknown (pre-Quaternary),1735,NA,NA,NA,
Phragmites-type,1732,NA,NA,NA,
Silene-type,1731,NA,NA,NA,
Cupressaceae/Taxaceae,1730,NA,,,
Populus tremula,1728,Salicaceae,Populus,tremula,
Gelasinospora,1727,NA,NA,NA,
Sciadopitys,1726,Sciadopityaceae,Sciadopitys,,
Carex,1718,Cyperaceae,Carex,,
Clethra,1716,Clethraceae,Clethra,,
Proteaceae,1716,Proteaceae,,,
Croton,1709,Euphorbiaceae,Croton,,
Myricaceae,1704,Myricaceae,,,
Lycopodiaceae (foveolate),1698,Lycopodiaceae,,,
Anthospermum,1684,Rubiaceae,Anthospermum,,
Archerella flavum,1680,NA,NA,NA,
Crassulaceae,1676,Crassulaceae,,,
Betula pendula,1668,Betulaceae,Betula,pendula,
Cyclachaena xanthiifolia-type,1667,Asteraceae,Cyclachaena,,
Transects across slide,1662,NA,NA,NA,
Pinus subg. Strobus-type,1661,Pinaceae,Pinus,,
Lycopodium undiff.,1655,Lycopodiaceae,Lycopodium,,
Pseudoschizaea,1653,NA,NA,NA,
Sparganium emersum-type,1653,Typhaceae,Sparganium,,
Artemisia vulgaris-type,1636,Asteraceae,Artemisia,,
Artemisia-type,1636,NA,NA,NA,
Taxodium,1630,Cupressaceae,Taxodium,,
Nothofagus dombeyi-type,1625,Nothofagaceae,Nothofagus,,
Geum-type,1618,NA,NA,NA,
Drosera,1609,Droseraceae,Drosera,,
Dryas,1598,Rosaceae,Dryas,,
Pinus cembra-type,1595,Pinaceae,Pinus,,
Bistorta officinalis-type,1592,Polygonaceae,Bistorta,,
Scrophulariaceae undiff.,1582,Scrophulariaceae,,,
Pinaceae undiff.,1569,Pinaceae,,,
Brassica-type,1560,NA,NA,NA,
Trifolium pratense-type,1559,Fabaceae,Trifolium,,
Fraxinus (tetracolpate),1557,Oleaceae,Fraxinus,,
Betula pubescens-type,1550,Betulaceae,Betula,,
Impatiens,1549,Balsaminaceae,Impatiens,,
Sambucus nigra/S. racemosa,1547,Viburnaceae,Sambucus,,
Exotic,1541,NA,NA,NA,
Rumex subg. Acetosa,1541,NA,NA,NA,
Persicaria amphibia,1537,Polygonaceae,Persicaria,amphibia,
Gentiana pneumonanthe-type,1535,Gentianaceae,Gentiana,,
Lotus,1534,Fabaceae,Lotus,,
Papaveraceae,1531,Papaveraceae,,,
Trollius europaeus,1528,Ranunculaceae,Trollius,europaeus,
Syzygium,1527,Myrtaceae,Syzygium,,
Pseudopediastrum boryanum var. longicorne,1523,NA,NA,NA,
Humulus-type,1521,NA,NA,NA,
Achillea,1519,Asteraceae,Achillea,,
Leptosporangiatae,1519,NA,NA,NA,
Artemisia herba-alba-type,1516,Asteraceae,Artemisia,,
Cercophora-type,1508,NA,NA,NA,
Empetrum-type,1506,NA,NA,NA,
Rhododendron,1505,Ericaceae,Rhododendron,,
Zea mays,1501,Poaceae,Zea,mays,
Indeterminable/Varia,1499,NA,NA,NA,
Anthoceros,1493,Anthocerotaceae,Anthoceros,,
Polypodiales,1492,,,,
Silene vulgaris-type,1491,Caryophyllaceae,Silene,,
Erica-type,1485,NA,NA,NA,
Casuarina,1483,Casuarinaceae,Casuarina,,
Ephedra fragilis,1483,Ephedraceae,Ephedra,fragilis,
Thymelaeaceae,1481,Thymelaeaceae,,,
Pteridophyta (trilete),1475,NA,NA,NA,
Pedicularis,1474,Orobanchaceae,Pedicularis,,
Quercus suber,1471,Fagaceae,Quercus,suber,
Ranunculus undiff.,1464,Ranunculaceae,Ranunculus,,
Vicia-type,1463,NA,NA,NA,
Quercus coccifera-type,1451,Fagaceae,Quercus,,
Gunnera,1449,Gunneraceae,Gunnera,,
Pinus sibirica,1449,Pinaceae,Pinus,sibirica,
Sequoia,1437,Cupressaceae,Sequoia,,
Taraxacum,1437,Asteraceae,Taraxacum,,
Polypodiophyta (trilete),1435,NA,NA,NA,
Hystrichosphaeridae,1434,NA,NA,NA,
Myrica/Comptonia,1432,Myricaceae,NA,,
Riccia,1424,Ricciaceae,Riccia,,
Urtica/Parietaria,1418,Urticaceae,NA,,
Indeterminable (concealed),1417,NA,NA,NA,
Zanthoxylum,1416,Rutaceae,Zanthoxylum,,
Huperzia,1413,Lycopodiaceae,Huperzia,,
Spike suspension,1413,NA,NA,NA,
Pinus subg. Strobus undiff.,1412,NA,NA,NA,
Typha/Sparganium undiff.,1407,NA,NA,NA,
Symplocos,1405,Symplocaceae,Symplocos,,
Triglochin,1401,Juncaginaceae,Triglochin,,
Parnassia palustris,1399,Celastraceae,Parnassia,palustris,
Monotoca,1396,Ericaceae,Monotoca,,
Saxifraga granulata-type,1394,Saxifragaceae,Saxifraga,,
Polemonium,1391,Polemoniaceae,Polemonium,,
Pinaceae,1389,Pinaceae,,,
Misodendrum,1388,Misodendraceae,Misodendrum,,
Lamiaceae undiff.,1381,Lamiaceae,,,
Morus,1380,Moraceae,Morus,,
Casuarinaceae,1379,Casuarinaceae,,,
Mougeotia,1379,NA,NA,NA,
Nymphaea alba,1375,Nymphaeaceae,Nymphaea,alba,
Acer saccharinum,1374,Sapindaceae,Acer,saccharinum,
"Polypodiophyta (trilete, psilate)",1369,NA,NA,NA,
Oleaceae,1366,Oleaceae,,,
Plumbaginaceae,1366,Plumbaginaceae,,,
Trifolium,1359,Fabaceae,Trifolium,,
Anacardiaceae,1358,Anacardiaceae,,,
Dryas octopetala,1358,Rosaceae,Dryas,octopetala,
Juncaceae,1357,Juncaceae,,,
Convolvulus,1350,Convolvulaceae,Convolvulus,,
Phyllocladus,1350,Podocarpaceae,Phyllocladus,,
Lysimachia vulgaris-type,1349,Primulaceae,Lysimachia,,
Iridaceae,1345,Iridaceae,,,
Picea obovata,1342,Pinaceae,Picea,obovata,
Huperzia lucidula,1341,Lycopodiaceae,Huperzia,lucidula,
Odontites-type,1340,NA,NA,NA,
Spheroidal carbonaceous particle,1340,NA,NA,NA,
Haloragis,1339,Haloragaceae,Haloragis,,
Corylus cornuta,1338,Betulaceae,Corylus,cornuta,
Betula nana subsp. exilis,1333,Betulaceae,Betula,glandulosa,
Pinus contorta,1333,Pinaceae,Pinus,contorta,
Scrophularia-type,1333,NA,NA,NA,
Pomaderris,1328,Rhamnaceae,Pomaderris,,
Fagus grandifolia,1325,Fagaceae,Fagus,grandifolia,
Cercocarpus,1323,Rosaceae,Cercocarpus,,
Echium,1320,Boraginaceae,Echium,,
Pimpinella major-type,1315,Apiaceae,Pimpinella,,
Pseudopediastrum kawraiskyi,1315,NA,NA,NA,
Cladium,1314,Cyperaceae,Cladium,,
Thelypteris,1313,Thelypteridaceae,Thelypteris,,
Phyteuma,1312,Campanulaceae,Phyteuma,,
Pseudotsuga menziesii,1312,Pinaceae,Pseudotsuga,menziesii,
Diphasiastrum alpinum,1311,Lycopodiaceae,Diphasiastrum,alpinum,
Aconitum,1306,Ranunculaceae,Aconitum,,
Maytenus,1306,Celastraceae,Maytenus,,
Erica arborea,1300,Ericaceae,Erica,arborea,
Hagenia abyssinica,1300,Rosaceae,Hagenia,abyssinica,
Anthriscus sylvestris-type,1298,Apiaceae,Anthriscus,,
Centaurea scabiosa,1290,Asteraceae,Centaurea,scabiosa,
Eryngium,1290,Apiaceae,Eryngium,,
Jasione,1285,Campanulaceae,Jasione,,
Cannabis,1280,Cannabaceae,Cannabis,,
Jamesonia,1280,Pteridaceae,Jamesonia,,
Tilia platyphyllos,1278,Malvaceae,Tilia,platyphyllos,
Polypodium vulgare-type,1277,Polypodiaceae,Polypodium,,
Allium,1275,Amaryllidaceae,Allium,,
Jasione-type,1275,NA,NA,NA,
Microthyrium,1272,NA,NA,NA,
Carduus,1271,Asteraceae,Carduus,,
Monoletes (psilate),1271,NA,NA,NA,
Sorbus aucuparia,1268,Rosaceae,Sorbus,aucuparia,
Ruppia,1267,Ruppiaceae,Ruppia,,
Other plants,1266,NA,NA,NA,
Coprosma,1265,Rubiaceae,Coprosma,,
Myrica/Comptonia peregrina,1265,NA,NA,NA,
Campanula-type,1264,NA,NA,NA,
Acaena,1260,Rosaceae,Acaena,,
Ludwigia,1256,Onagraceae,Ludwigia,,
Rubiaceae undiff.,1255,Rubiaceae,,,
Miconia,1252,Melastomataceae,Miconia,,
Allophylus,1250,Sapindaceae,Allophylus,,
Olea capensis,1245,Oleaceae,Olea,capensis,
Succisa pratensis,1238,Caprifoliaceae,Succisa,pratensis,
Indeterminable (unidentified),1234,NA,NA,NA,
Picea glauca-type,1228,NA,NA,NA,
Veronica,1227,Plantaginaceae,Veronica,,
Ranunculus acris,1225,Ranunculaceae,Ranunculus,acris,
Gymnocarpium,1220,Cystopteridaceae,Gymnocarpium,,
Euphorbiaceae undiff.,1214,Euphorbiaceae,,,
Begonia,1207,Begoniaceae,Begonia,,
Populus balsamifera-type,1207,Salicaceae,Populus,,
Euclea,1203,Ebenaceae,Euclea,,
Viscum album,1202,Santalaceae,Viscum,album,
Algae,1197,NA,NA,NA,
Callitris,1196,Cupressaceae,Callitris,,
Classopollis,1192,NA,NA,NA,
Cardueae,1182,,,,
Paronychia-type,1179,NA,NA,NA,
Cupressaceae-type,1178,NA,NA,NA,
Taraxacum-type,1167,NA,NA,NA,
Tilletia,1167,NA,NA,NA,
Knautia,1166,Caprifoliaceae,Knautia,,
Syzygium-type,1165,NA,NA,NA,
Leptospermum,1164,Myrtaceae,Leptospermum,,
Secale-type,1163,NA,NA,NA,
Habrotrocha angusticollis,1162,NA,NA,NA,
Macaranga-type,1157,NA,NA,NA,
Xyris,1157,Xyridaceae,Xyris,,
Rhinanthus,1155,Orobanchaceae,Rhinanthus,,
Poaceae undiff. (<40 µm),1152,Poaceae,,,
Picea sect. Eupicea,1148,NA,NA,NA,
Liliaceae undiff.,1147,Liliaceae,,,
Buxus sempervirens,1146,Buxaceae,Buxus,sempervirens,
Rumex/Oxyria,1144,Polygonaceae,NA,,
Saxifraga oppositifolia,1143,Saxifragaceae,Saxifraga,oppositifolia,
Bupleurum-type,1137,NA,NA,NA,
Protium,1137,Burseraceae,Protium,,
Iva,1136,Asteraceae,Iva,,
Nothofagus,1135,Nothofagaceae,Nothofagus,,
cf. Sorbus aucuparia,1132,Rosaceae,Sorbus,,
Centaurea scabiosa-type,1129,Asteraceae,Centaurea,,
Angelica-type,1125,NA,NA,NA,
Ranunculus aquatilis-type,1124,Ranunculaceae,Ranunculus,,
Plantago alpina,1118,Plantaginaceae,Plantago,alpina,
Cyclachaena xanthiifolia,1117,Asteraceae,Cyclachaena,xanthiifolia,
Polypodiophyta (trilete) undiff.,1117,NA,NA,NA,
Alternanthera,1115,Amaranthaceae,Alternanthera,,
Quercus (evergreen-type),1110,Fagaceae,Quercus,,
Urticalean Rosids undiff.,1108,NA,NA,NA,
Silene dioica-type,1107,Caryophyllaceae,Silene,,
Carpinus-type,1106,NA,NA,NA,
Polypodiales (monolete) undiff.,1105,,,,
Spermatophyta undiff.,1102,NA,NA,NA,
Diospyros,1098,Ebenaceae,Diospyros,,
Lycopodium annotinum subsp. alpestre,1096,Lycopodiaceae,Lycopodium,dubium,
Viburnum opulus,1091,Viburnaceae,Viburnum,opulus,
Arbutus,1089,Ericaceae,Arbutus,,
Polemoniaceae,1087,Polemoniaceae,,,
Byrsonima,1086,Malpighiaceae,Byrsonima,,
Iva annua,1086,Asteraceae,Iva,annua,
Larix laricina,1085,Pinaceae,Larix,laricina,
"Polypodiophyta undiff. (monolete, without perine)",1085,NA,NA,NA,
Betulaceae undiff.,1082,Betulaceae,,,
Polylepis/Acaena,1080,Rosaceae,NA,,
Erica tetralix,1075,Ericaceae,Erica,tetralix,
Phyllanthus,1072,Phyllanthaceae,Phyllanthus,,
Polygala,1070,Polygalaceae,Polygala,,
Myrtaceae undiff.,1068,Myrtaceae,,,
Asteraceae (high spine),1065,Asteraceae,,,
Valeriana officinalis,1064,Caprifoliaceae,Valeriana,officinalis,
Betulaceae,1063,Betulaceae,,,
Thalictrum-type,1063,NA,NA,NA,
Poaceae (>40 µm),1062,Poaceae,,,
Spermatophyta undiff. (trees),1061,NA,NA,NA,
Carya ovata,1060,Juglandaceae,Carya,ovata,
Sphagnales,1059,,,,
Bursera,1056,Burseraceae,Bursera,,
Lycopodium suspension,1056,Lycopodiaceae,Lycopodium,,
Polylepis,1054,Rosaceae,Polylepis,,
Pediastrum undiff.,1052,NA,NA,NA,
Spermatophyta undiff. (shrubs),1051,NA,NA,NA,
Olea capensis-type,1049,Oleaceae,Olea,,
Carpinus orientalis,1044,Betulaceae,Carpinus,orientalis,
Zygnema,1042,NA,NA,NA,
Lycopodiaceae (reticulate),1037,Lycopodiaceae,,,
Spermatophyta undiff. (upland herbs),1035,NA,NA,NA,
Shepherdia,1034,Elaeagnaceae,Shepherdia,,
Sapium,1023,Euphorbiaceae,Sapium,,
Quercus ilex/Q. coccifera,1022,Fagaceae,Quercus,,
Pandanus,1021,Pandanaceae,Pandanus,,
Rhamnus-type,1019,NA,NA,NA,
Ribes,1019,Grossulariaceae,Ribes,,
Scenedesmus,1019,NA,NA,NA,
Area slide examined,1015,NA,NA,NA,
Erica australis,1013,Ericaceae,Erica,australis,
Assulina seminulum,1011,NA,NA,NA,
Anabaena,1010,Euphorbiaceae,Romanoa,,
Didymopanax,1007,Araliaceae,Didymopanax,,
Acer spicatum,1006,Sapindaceae,Acer,spicatum,
Uapaca,1006,Phyllanthaceae,Uapaca,,
Papaver,1005,Papaveraceae,Papaver,,
Cichorieae,998,,,,
Sapindaceae,997,Sapindaceae,,,
Amorpha,992,Fabaceae,Amorpha,,
Huperzia selago-type,990,Lycopodiaceae,Huperzia,,
Bistorta,989,Polygonaceae,Bistorta,,
Centaurea nigra,989,Asteraceae,Centaurea,nigra,
Plantago sp.,989,Plantaginaceae,Plantago,,
Rhamnus cathartica,987,Rhamnaceae,Rhamnus,cathartica,
Phragmites,986,Poaceae,Phragmites,,
Tilia platyphyllos-type,986,Malvaceae,Tilia,,
Diphasiastrum,983,Lycopodiaceae,Lycopodium,,
Banksia,978,Proteaceae,Banksia,,
Lysichiton,978,Araceae,Lysichiton,,
Bosmina sp.,977,NA,NA,NA,
Chenopodiaceae sensu stricto,975,Chenopodiaceae,,,
Taxodium-type,975,NA,NA,NA,
Nothofagus cunninghamii,973,Nothofagaceae,Nothofagus,cunninghamii,
Quercus suber-type,966,Fagaceae,Quercus,,
Pollen accumulation rate,958,NA,NA,NA,
Filago-type,950,NA,NA,NA,
Pteridophyta (trilete) undiff.,950,NA,NA,NA,
Plantago uniflora,948,Plantaginaceae,Littorella,uniflora,
Celastraceae,947,Celastraceae,,,
Typha undiff.,945,Typhaceae,Typha,,
Sparganium erectum,942,Typhaceae,Sparganium,erectum,
Urticalean Rosids,940,NA,NA,NA,
Monoletes undiff.,936,NA,NA,NA,
Centaurea jacea,934,Asteraceae,Centaurea,jacea,
Dicksonia,933,Dicksoniaceae,Dicksonia,,
Bupleurum,932,Apiaceae,Bupleurum,,
Podospora-type,932,NA,NA,NA,
Alnus rubra,924,Betulaceae,Alnus,rubra,
Veronica-type,922,NA,NA,NA,
Pinus albicaulis-type,920,Pinaceae,Pinus,,
Teucrium,917,Lamiaceae,Teucrium,,
Alnus (tetraporate),911,Betulaceae,Alnus,,
"Fungi (type 18, HdV)",908,NA,NA,NA,
Ruppia maritima,908,Ruppiaceae,Ruppia,maritima,
Rumex/Oxyria digyna,907,NA,NA,NA,
Ilex/Nemopanthus,904,Aquifoliaceae,NA,,
Schefflera,904,Araliaceae,Schefflera,,
Pinaceae (vesiculate) undiff.,902,Pinaceae,,,
Ononis-type,900,NA,NA,NA,
Triletes undiff.,900,NA,NA,NA,
Arecaceae undiff.,898,Arecaceae,,,
Capsella-type,898,NA,NA,NA,
Alnus (pentaporate),896,Betulaceae,Alnus,,
Juncus,892,Juncaceae,Juncus,,
Osmundastrum cinnamomeum,890,Osmundaceae,Osmundastrum,cinnamomeum,
Cuscuta,888,Convolvulaceae,Cuscuta,,
Polygalaceae,885,Polygalaceae,,,
Acer campestre-type,884,Sapindaceae,Acer,,
Gleichenia,877,Gleicheniaceae,Gleichenia,,
Larix decidua,877,Pinaceae,Larix,decidua,
Melastomataceae undiff.,877,Melastomataceae,,,
"Polypodiophyta (trilete, verrucate)",875,NA,NA,NA,
Pinus (haplostellate),872,Pinaceae,Pinus,,
Ephedra viridis-type,870,Ephedraceae,Ephedra,,
Plantaginaceae,870,Plantaginaceae,,,
Ranunculus repens-type,870,Ranunculaceae,Ranunculus,,
Erica umbellata,869,Ericaceae,Erica,umbellata,
Apium-type,865,NA,NA,NA,
Asplenium,865,Aspleniaceae,Asplenium,,
Coniferae undiff.,864,NA,NA,NA,
Anthemis,861,Asteraceae,Anthemis,,
Cerastium,861,Caryophyllaceae,Cerastium,,
Hymenophyllum,861,Hymenophyllaceae,Hymenophyllum,,
"Algae? (type 225, HdV)",859,NA,NA,NA,
Alnus viridis subsp. crispa-type,858,Betulaceae,Alnus,,
Moraceae undiff.,850,Moraceae,,,
Juniperus communis/Thuja occidentalis-type,846,NA,NA,NA,
Mimosa,845,Fabaceae,Mimosa,,
Convolvulaceae,843,Convolvulaceae,,,
Coniferae,842,NA,NA,NA,
Cassia,839,Fabaceae,Cassia,,
Ligusticum mutellina,839,Apiaceae,Mutellina,purpurea,
Rhamnaceae/Rosaceae/Anacardiaceae,839,NA,,,
Eugenia,835,Myrtaceae,Eugenia,,
Saxifragaceae undiff.,835,Saxifragaceae,,,
Bartsia-type,832,NA,NA,NA,
Aizoaceae,830,Aizoaceae,,,
Spiraea,828,Rosaceae,Spiraea,,
Picea sect. Omorika,826,NA,NA,NA,
Apium,825,Apiaceae,Apium,,
Calligonum,824,Polygonaceae,Calligonum,,
Myrtus,824,Myrtaceae,Myrtus,,
Artemisia sp.,821,Asteraceae,Artemisia,,
Pediastrum angulosum,819,NA,NA,NA,
Tasmannia,819,Winteraceae,Tasmannia,,
Tilia americana,819,Malvaceae,Tilia,americana,
Zygnema-type,816,NA,NA,NA,
Viburnum opulus-type,809,Viburnaceae,Viburnum,,
Poaceae (>37 µm),804,Poaceae,,,
Lycopodium clavatum-type,802,Lycopodiaceae,Lycopodium,,
Rosa,800,Rosaceae,Rosa,,
Alchemilla-type,799,NA,NA,NA,
Lycopodium obscurum,799,Lycopodiaceae,Lycopodium,obscurum,
Cornus mas/C. suecica,798,Cornaceae,Cornus,,
Rubus-type,798,NA,NA,NA,
Ilex mitis,797,Aquifoliaceae,Ilex,mitis,
Butomus,794,Butomaceae,Butomus,,
Helianthemum-type,792,NA,NA,NA,
Aster,789,Asteraceae,Aster,,
Polypodium-type,786,NA,NA,NA,
Potamogeton natans-type,786,Potamogetonaceae,Potamogeton,,
Tribulus,786,Zygophyllaceae,Tribulus,,
Assulina,785,NA,NA,NA,
Arenaria,782,Caryophyllaceae,Arenaria,,
Oxyria-type,782,NA,NA,NA,
Sordaria,782,NA,NA,NA,
Populus undiff.,779,Salicaceae,Populus,,
Liliaceae-type,775,NA,NA,NA,
Vallea,771,Elaeocarpaceae,Vallea,,
"Unknown (type 128, HdV)",769,NA,NA,NA,
Tetraëdron minimum,768,NA,NA,NA,
Eriocaulon,767,Eriocaulaceae,Eriocaulon,,
Monactinus simplex,766,NA,NA,NA,
Daucus,765,Apiaceae,Daucus,,
"Sordaria-type (type 55A, HdV)",765,NA,NA,NA,
Lannea-type,763,NA,NA,NA,
Alnus viridis subsp. sinuata,760,Betulaceae,Alnus,alnobetula,
Botryococcus braunii,760,NA,NA,NA,
Cunoniaceae,759,Cunoniaceae,,,
Elaeocarpus,759,Elaeocarpaceae,Elaeocarpus,,
Mercurialis perennis-type,759,Euphorbiaceae,Mercurialis,,
Gnaphalium-type,757,NA,NA,NA,
Polygonum sensu lato,757,Polygonaceae,Polygonum,,
cf. Juniperus,754,NA,NA,NA,
Eupatorium cannabinum-type,753,Asteraceae,Eupatorium,,
Botrychium-type,752,NA,NA,NA,
Silenoideae-type,752,NA,NA,NA,
Deposition time,750,NA,NA,NA,
Linum,750,Linaceae,Linum,,
Tilia undiff.,748,Malvaceae,Tilia,,
Anagallis,747,Primulaceae,Lysimachia,,
Malpighiaceae,745,Malpighiaceae,,,
Unknown (triporate),744,NA,NA,NA,
Clusia,743,Clusiaceae,Clusia,,
Armeria maritima,742,Plumbaginaceae,Armeria,maritima,
Papaver rhoeas-type,739,Papaveraceae,Papaver,,
Soldanella,739,Primulaceae,Soldanella,,
Selaginella sibirica,738,Selaginellaceae,Selaginella,sibirica,
Baccharis-type,737,NA,NA,NA,
Brachystegia,737,Fabaceae,Brachystegia,,
Loranthaceae,737,Loranthaceae,,,
Noaea-type,737,NA,NA,NA,
Bistorta bistortoides,735,Polygonaceae,Bistorta,bistortoides,
Hieronyma,735,Phyllanthaceae,Hieronyma,,
Bunium-type,734,NA,NA,NA,
Mercurialis perennis,732,Euphorbiaceae,Mercurialis,perennis,
Euphorbia-type,731,NA,NA,NA,
Astelia,729,Asteliaceae,Astelia,,
Cornus sanguinea,727,Cornaceae,Cornus,sanguinea,
Polygonum sensu lato undiff.,725,Polygonaceae,Polygonum,,
Betula cf. B. nana,724,Betulaceae,Betula,,
Ulex-type,722,NA,NA,NA,
Alisma-type,721,NA,NA,NA,
Crataegus,721,Rosaceae,Crataegus,,
Centaurea cyanus-type,719,Asteraceae,Centaurea,,
Daphniidae,719,NA,NA,NA,
Bistorta vivipara,718,Polygonaceae,Persicaria,vivipara,
Monocotyledoneae,717,NA,NA,NA,
Anthriscus sylvestris,716,Apiaceae,Anthriscus,sylvestris,
Blechnum,713,Blechnaceae,Blechnum,,
Cassia-type,712,NA,NA,NA,
Indeterminable (hidden),711,NA,NA,NA,
Acer saccharinum-type,710,Sapindaceae,Acer,,
Dodonaea viscosa,710,Sapindaceae,Dodonaea,viscosa,
Mutisieae,709,,,,
Phegopteris connectilis,709,Thelypteridaceae,Phegopteris,connectilis,
Dalea purpurea,708,Fabaceae,Dalea,purpurea,
Comarum palustre,707,Rosaceae,Comarum,palustre,
Cyathea-type,707,NA,NA,NA,
Phlox,702,Polemoniaceae,Phlox,,
Dacrydium,701,Podocarpaceae,Dacrydium,,
Daucus-type,699,NA,NA,NA,
Diporotheca,695,NA,NA,NA,
Acer pensylvanicum,694,Sapindaceae,Acer,pensylvanicum,
Eucommia,694,Eucommiaceae,Eucommia,,
Salvinia,694,Salviniaceae,Salvinia,,
Cryptogramma crispa,693,Pteridaceae,Cryptogramma,crispa,
Pseudopediastrum boryanum var. boryanum,693,NA,NA,NA,
Urticaceae undiff.,693,Urticaceae,,,
Rumex hydrolapathum,689,Polygonaceae,Rumex,hydrolapathum,
Salix-type,689,NA,NA,NA,
Populus balsamifera,686,Salicaceae,Populus,balsamifera,
Arcella,685,NA,NA,NA,
Juglans undiff.,684,Juglandaceae,Juglans,,
Aesculus,682,Sapindaceae,Aesculus,,
Canthium,682,Rubiaceae,Canthium,,
Comarum,681,Rosaceae,Comarum,,
Avicennia,680,Acanthaceae,Avicennia,,
Sagina,680,Caryophyllaceae,Sagina,,
Brasenia,679,Cabombaceae,Brasenia,,
Virola,679,Myristicaceae,Virola,,
Eupatorium,677,Asteraceae,Eupatorium,,
Lycopodiella inundata,676,Lycopodiaceae,Lycopodiella,inundata,
Abies undiff.,674,NA,NA,NA,
Anthocerotaceae,674,Anthocerotaceae,,,
Thymus/Mentha,674,Lamiaceae,NA,,
Elaeagnus,672,Elaeagnaceae,Elaeagnus,,
Symphytum,672,Boraginaceae,Symphytum,,
Apocynaceae,671,Apocynaceae,,,
Marchantiophyta undiff.,668,,,,
Spermatophyta,668,NA,NA,NA,
Asplenium-type,667,NA,NA,NA,
Cyatheaceae undiff.,667,Cyatheaceae,,,
Blechnum spicant,666,Blechnaceae,Blechnum,spicant,
Plantae,666,,,,
Galeopsis-type,665,NA,NA,NA,
Filipendula vulgaris,663,Rosaceae,Filipendula,vulgaris,
Cosmarium sp.,662,Ranunculaceae,Adonis,,
Lemnoideae,661,NA,NA,NA,
Geum,659,Rosaceae,Geum,,
Rhabdocoela,659,NA,NA,NA,
Spermatophyta undiff. (trees/shrubs),658,NA,NA,NA,
Ascolepis,657,Cyperaceae,Cyperus,,
Chaerophyllum,654,Apiaceae,Chaerophyllum,,
Podocarpaceae,654,Podocarpaceae,,,
Escallonia,652,Escalloniaceae,Escallonia,,
Mentha,651,Lamiaceae,Mentha,,
Solidago,651,Asteraceae,Solidago,,
Uapaca kirkiana-type,651,Phyllanthaceae,Uapaca,,
Anemone,650,Ranunculaceae,Anemone,,
Pimpinella-type,650,NA,NA,NA,
Ranunculus trichophyllus-type,649,Ranunculaceae,Ranunculus,,
Euonymus,647,Celastraceae,Euonymus,,
Eryngium-type,646,NA,NA,NA,
Bryales undiff.,644,,,,
Stoebe,644,Asteraceae,Stoebe,,
Clematis-type,642,NA,NA,NA,
Cystopteris fragilis,642,Cystopteridaceae,Cystopteris,fragilis,
Rosa-type,639,NA,NA,NA,
Salsola-type,639,NA,NA,NA,
Hystrix,637,Poaceae,Elymus,,
Spiraea-type,636,NA,NA,NA,
Cornus mas,635,Cornaceae,Cornus,mas,
Quercus pyrenaica-type,634,Fagaceae,Quercus,,
Hagenia,631,Rosaceae,Hagenia,,
Amorpha-type,630,NA,NA,NA,
Cystopteris,630,Cystopteridaceae,Cystopteris,,
Hymenocardia,630,Phyllanthaceae,Hymenocardia,,
Bryophyta undiff.,628,,,,
Gloeotrichia,628,NA,NA,NA,
Hydrocotyle vulgaris,628,Araliaceae,Hydrocotyle,vulgaris,
Solidago virgaurea-type,626,Asteraceae,Solidago,,
Amphitrema,624,NA,NA,NA,
Stuckenia,624,Potamogetonaceae,Stuckenia,,
Asteraceae (low spine),623,Asteraceae,,,
Drimys,623,Winteraceae,Drimys,,
"Unknown (trilete, verrucate)",623,NA,NA,NA,
Spondias,622,Anacardiaceae,Spondias,,
Caltha palustris,621,Ranunculaceae,Caltha,palustris,
Spergularia,621,Caryophyllaceae,Spergularia,,
Betula pendula/B. pubescens,620,Betulaceae,Betula,,
Crataegus-type,620,NA,NA,NA,
Cliffortia,619,Rosaceae,Cliffortia,,
Dalea,618,Fabaceae,Dalea,,
Stoebe-type,618,NA,NA,NA,
Tetrorchidium,617,Euphorbiaceae,Tetrorchidium,,
Schinus,616,Anacardiaceae,Schinus,,
Scleranthus,616,Caryophyllaceae,Scleranthus,,
Filipendula-type,615,NA,NA,NA,
Oreomyrrhis,615,Apiaceae,Chaerophyllum,,
Piperaceae,614,Piperaceae,,,
Quercus canariensis,613,Fagaceae,Quercus,canariensis,
Narthecium,612,Nartheciaceae,Narthecium,,
Plantago atrata,612,Plantaginaceae,Plantago,atrata,
Dianthus-type,611,NA,NA,NA,
Pseudopediastrum boryanum var. boryanum sensu lato,611,NA,NA,NA,
Cirsium/Gundelia,609,Asteraceae,NA,,
Diphasiastrum-type,609,NA,NA,NA,
Botrychium lunaria,607,Ophioglossaceae,Botrychium,lunaria,
Cryptogramma,606,Pteridaceae,Cryptogramma,,
Scheuchzeria palustris,606,Scheuchzeriaceae,Scheuchzeria,palustris,
Anthoceros laevis,605,Notothyladaceae,Phaeoceros,laevis,
